"product_id","sku","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","regular_price","sales_price","nudie_product_url","description_html","release_season","run_code","notes","denim_weight_oz","denim_cat","material","made_in","product_description","collections","is_jeans","scraped_at"
"rad_rufus_dry_selvage","","Rad Rufus Dry Selvage","rad_rufus","dry_selvage","dry","mens","","","regular","380.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-dry-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">A high-waist regular fit jeans made in dry selvedge denim. This one's our heritage, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to become the greatest looking pair of jeans you ever put on. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great</div>","","","","13.75","13.75 oz dry rigid selvedge denim","100% Cotton","Made in Italy","A high-waist regular fit jeans made in dry selvedge denim. This one's our heritage, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to become the greatest looking pair of jeans you ever put on. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great","","yes","2026-03-04T06:34:13.086306"
"grim_tim_indigo_myth","","Grim Tim Indigo Myth","grim_tim","indigo_myth","The wash","mens","","indigo, blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/grim-tim-indigo-myth","<div class=""ProductDetailsDialog_description__2n4hF"">Slim fit jeans with a straight leg made in organic comfort stretch denim. These jeans have been washed to a dark blue tone with contrasting abrasions and wear marks. The wash effects add a bright-blue contrast that gives the jeans a depth of indigo hues, upon which the orange thread adds the magic.</div>","","","","12","12 oz comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim fit jeans with a straight leg made in organic comfort stretch denim. These jeans have been washed to a dark blue tone with contrasting abrasions and wear marks. The wash effects add a bright-blue contrast that gives the jeans a depth of indigo hues, upon which the orange thread adds the magic.","","yes","2026-03-04T06:34:45.653672"
"lean_dean_blackened_blue","","Lean Dean Blackened Blue","lean_dean","blackened_blue","dark wash, The wash","mens","","black, indigo, blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-blackened-blue","<div class=""ProductDetailsDialog_description__2n4hF"">Slim-fit stretch jeans with a tapered leg, crafted in a deep, dark wash that blurs the line between black and blue denim. The wash cleverly replicates the look of indigo jeans that have been overdyed black and worn over time. The denim features deep blackish tones contrasted by subtly muted highlights, creating a richly detailed blue-black finish. Faded orange stitching adds a distinct touch, though, like the denim itself, the overdye process has softened its contrast.</div>","","","","13","13 oz. stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim-fit stretch jeans with a tapered leg, crafted in a deep, dark wash that blurs the line between black and blue denim. The wash cleverly replicates the look of indigo jeans that have been overdyed black and worn over time. The denim features deep blackish tones contrasted by subtly muted highlights, creating a richly detailed blue-black finish. Faded orange stitching adds a distinct touch, though, like the denim itself, the overdye process has softened its contrast.","","yes","2026-03-04T06:35:18.367516"
"rad_rufus_dry_ace_selvage","","Rad Rufus Dry Ace Selvage","rad_rufus","dry_ace_selvage","dry","mens","","indigo, blue, white, redcast","regular","520.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-dry-ace-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">We are thrilled to introduce our high-waist, regular straight fit, Rad Rufus in the extraordinary Dry Ace Selvage. This remarkable fabric, weighing 14.2 oz showcase a rustic texture and a deep, redcast indigo hue, is a true masterpiece. Crafted by the renowned Shinya Mills in Okayama, Japan, it exemplifies the art of perfecting selvedge denim imperfections.<br/><br/>The story behind Dry Ace Selvage is as fascinating as the fabric itself. It all began with a vintage, unbranded pair of jeans believed to date back to the 1950s, discovered in a thrift store somewhere in the USA. These jeans displayed wear and significant fading, and most importantly an incredible texture. They made their way to Japan, where denim from the jeans was meticulously reverse-engineered in exhaustive detail.<br/><br/>The art of reverse engineering denim is a hallmark of the artisanal Japanese denim industry. Dry Ace Selvage is a remarkable example of this craft, as well as a testament to the unique collaborative approach sometimes employed for premium Japanese denim. The rather extreme slub yarns are spun by Yamachu Mengyo Co. Ltd. in Osaka. The warp yarns undergo an impressive 20 dips in pure indigo dye, resulting in a deeply saturated surface with a notably substantial undyed core, courtesy of Kaihara Co. Ltd. in Hiroshima. Finally, the fabric is masterfully woven under low tension on vintage shuttle looms by Shinya Mills in Okayama. The guiding principle here is ""do what you do best,"" and the final product beautifully reflects the craftsmanship at each stage of the denim's creation.<br/><br/>Ace's distinctive character arises from its thick and highly irregular yarns, generous use of indigo, and low-tension weaving. These factors contribute to its appealingly rugged aging property. Over time, the dye rapidly abrades from the surface of the yarns, emphasizing their slub, particularly in the vertical direction. When, or if, the jeans are washed, the yarns slightly rearrange, reducing the vertical slub and transitioning to a rustic crosshatch texture with a coarse salt 'n pepper effect. Notably, the heavily saturated surface of the indigo yarns entails an extraordinary evolution. Washing initially causes the dye to bleed onto the white weft, increasing the depth of color. With successive washes, the indigo gradually fades into brighter brilliant blue hues while deeper tones are preserved at seams and folds.<br/><br/>Due to its unparalleled aging property, Ace unquestionably stands as one of the finest Japanese selvedge denims we have ever encountered. We are therefore very proud to offer it in Rad Rufus.</div>","","","Members only","14.2","14.2 oz. rigid Japanese selvedge denim","100% Cotton","Made in Italy","We are thrilled to introduce our high-waist, regular straight fit, Rad Rufus in the extraordinary Dry Ace Selvage. This remarkable fabric, weighing 14.2 oz showcase a rustic texture and a deep, redcast indigo hue, is a true masterpiece. Crafted by the renowned Shinya Mills in Okayama, Japan, it exemplifies the art of perfecting selvedge denim imperfections. The story behind Dry Ace Selvage is as fascinating as the fabric itself. It all began with a vintage, unbranded pair of jeans believed to date back to the 1950s, discovered in a thrift store somewhere in the USA. These jeans displayed wear and significant fading, and most importantly an incredible texture. They made their way to Japan, where denim from the jeans was meticulously reverse-engineered in exhaustive detail. The art of reverse engineering denim is a hallmark of the artisanal Japanese denim industry. Dry Ace Selvage is a remarkable example of this craft, as well as a testament to the unique collaborative approach sometimes employed for premium Japanese denim. The rather extreme slub yarns are spun by Yamachu Mengyo Co. Ltd. in Osaka. The warp yarns undergo an impressive 20 dips in pure indigo dye, resulting in a deeply saturated surface with a notably substantial undyed core, courtesy of Kaihara Co. Ltd. in Hiroshima. Finally, the fabric is masterfully woven under low tension on vintage shuttle looms by Shinya Mills in Okayama. The guiding principle here is ""do what you do best,"" and the final product beautifully reflects the craftsmanship at each stage of the denim's creation. Ace's distinctive character arises from its thick and highly irregular yarns, generous use of indigo, and low-tension weaving. These factors contribute to its appealingly rugged aging property. Over time, the dye rapidly abrades from the surface of the yarns, emphasizing their slub, particularly in the vertical direction. When, or if, the jeans are washed, the yarns slightly rearrange, reducing the vertical slub and transitioning to a rustic crosshatch texture with a coarse salt 'n pepper effect. Notably, the heavily saturated surface of the indigo yarns entails an extraordinary evolution. Washing initially causes the dye to bleed onto the white weft, increasing the depth of color. With successive washes, the indigo gradually fades into brighter brilliant blue hues while deeper tones are preserved at seams and folds. Due to its unparalleled aging property, Ace unquestionably stands as one of the finest Japanese selvedge denims we have ever encountered. We are therefore very proud to offer it in Rad Rufus.","","yes","2026-03-04T06:35:51.453256"
"gritty_jackson_dry_everblack","","Gritty Jackson Dry Everblack","gritty_jackson","dry_everblack","dry","mens","","black","regular","250.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-everblack","<div class=""ProductDetailsDialog_description__2n4hF"">Regular fit jeans with a straight leg made in organic denim that stays black. Our Everblack fabric is made to maintain its color for as long as possible, withstanding 40, or more washes without any significant loss of color. To optimize the denim for the fit, these jeans have been rinsed, making the jeans stretchy and soft. If you are looking for a pair of pitch-black jeans that do not fade this is the way to go.<br/><br/>Keen on knowing what differentiates Everblack from other black denim? <br/>Normally, when denim is dyed part of the dye will absorb in the cotton fibers while the rest remains bound only to the surface of the yarns. This is what gives denim its aging property that in many cases is sought after. However, when it comes to black jeans this is not always the case which is why we developed the Everblack denim. The technical difference between Everblack and regular black denim is that it utilizes a method and type of dyestuff that allows improved absorption as well as a stronger fixation. This results in denim with a significantly greater colorfastness, which does not fade with wearing and washing</div>","","","","11.2","11.2 oz. rigid denim","100% Cotton","Made in Italy","Regular fit jeans with a straight leg made in organic denim that stays black. Our Everblack fabric is made to maintain its color for as long as possible, withstanding 40, or more washes without any significant loss of color. To optimize the denim for the fit, these jeans have been rinsed, making the jeans stretchy and soft. If you are looking for a pair of pitch-black jeans that do not fade this is the way to go. Keen on knowing what differentiates Everblack from other black denim? Normally, when denim is dyed part of the dye will absorb in the cotton fibers while the rest remains bound only to the surface of the yarns. This is what gives denim its aging property that in many cases is sought after. However, when it comes to black jeans this is not always the case which is why we developed the Everblack denim. The technical difference between Everblack and regular black denim is that it utilizes a method and type of dyestuff that allows improved absorption as well as a stronger fixation. This results in denim with a significantly greater colorfastness, which does not fade with wearing and washing","","yes","2026-03-04T06:36:24.561275"
"gritty_jackson_dry_deadstock_22","","Gritty Jackson Dry Deadstock 22","gritty_jackson","dry_deadstock_22","dry","mens","","indigo","regular","280.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-deadstock-22","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a mid waist and straight leg.<br/><br/>This fabric was developed exclusively for Nudie Jeans back in 2022. Crafted and brought to life by the Japanese denim powerhouse Kurabo Denim. At 13.5 oz. This mid-weight denim hits a sweet spot between weight and robust feel. The fabric carries a hand that is more textured than smooth while still offering great comfort. While it's barely visible in the dry state, this denim features a green cast that'll show its full potential only when faded and broken in. The fabric composition features long slub, ring-spun yarns for both warp and weft, which creates an evident crosshatch texture.<br/><br/>A revival of a great fabric. Limited to 150 pieces.<br/><br/>Breaking in dry denim is a metamorphosis. The interplay between the garment and the user is a spectacular transformation happening slowly in front of your eyes. Over time, with wearing and washing, the indigo fades, exposing the fabric's texture, and eventually unveiling an intricate span of hues. This creates a unique, one-off version of the jeans.</div>","","","Members only; Limited; Deadstock","13.5","13.5 oz. rigid denim","100% Cotton","Made in Italy","Regular-fit jeans with a mid waist and straight leg. This fabric was developed exclusively for Nudie Jeans back in 2022. Crafted and brought to life by the Japanese denim powerhouse Kurabo Denim. At 13.5 oz. This mid-weight denim hits a sweet spot between weight and robust feel. The fabric carries a hand that is more textured than smooth while still offering great comfort. While it's barely visible in the dry state, this denim features a green cast that'll show its full potential only when faded and broken in. The fabric composition features long slub, ring-spun yarns for both warp and weft, which creates an evident crosshatch texture. A revival of a great fabric. Limited to 150 pieces. Breaking in dry denim is a metamorphosis. The interplay between the garment and the user is a spectacular transformation happening slowly in front of your eyes. Over time, with wearing and washing, the indigo fades, exposing the fabric's texture, and eventually unveiling an intricate span of hues. This creates a unique, one-off version of the jeans.","","yes","2026-03-04T06:36:57.141036"
"tuff_tony_dry_sunburns","","Tuff Tony Dry Sunburns","tuff_tony","dry_sunburns","dry","mens","","pale","regular","280.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-dry-sunburns","<div class=""ProductDetailsDialog_description__2n4hF"">The Tuff Tony Dry Sunburns stands out with its gradient back pocket embroidery, shifting from deep orange to pale yellow, with our own Nudie Jeans Orange at the center. Paired with a special graphic Jacron patch, it subtly plays with our identity and iconography.<br/><br/>Beneath it all lies a proprietary 14.2 oz denim, developed exclusively for Nudie Jeans. Woven with Regenerative Organic Cotton, it revives the raw, textured character of a pair of ‘90s jeans we once stumbled upon. Though undeniably ""modern,"" these jeans are rooted in a transitional era—a time when vintage ring-spun textures resurfaced, and select denim mills strayed from pure efficiency in pursuit of true vintage aesthetics. A defining moment—just before Nudie Jeans was born.<br/><br/>Regenerative organic cotton meets all the standards of organic cotton, avoiding synthetic chemicals and GMOs, but goes further by restoring ecosystems, improving soil health, and boosting biodiversity. It considers the whole system – land, water, people, and long-term resilience.<br/> </div>","","","","14.2","14.2 oz. rigid denim","100% Cotton","Made in Italy","The Tuff Tony Dry Sunburns stands out with its gradient back pocket embroidery, shifting from deep orange to pale yellow, with our own Nudie Jeans Orange at the center. Paired with a special graphic Jacron patch, it subtly plays with our identity and iconography. Beneath it all lies a proprietary 14.2 oz denim, developed exclusively for Nudie Jeans. Woven with Regenerative Organic Cotton, it revives the raw, textured character of a pair of ‘90s jeans we once stumbled upon. Though undeniably ""modern,"" these jeans are rooted in a transitional era—a time when vintage ring-spun textures resurfaced, and select denim mills strayed from pure efficiency in pursuit of true vintage aesthetics. A defining moment—just before Nudie Jeans was born. Regenerative organic cotton meets all the standards of organic cotton, avoiding synthetic chemicals and GMOs, but goes further by restoring ecosystems, improving soil health, and boosting biodiversity. It considers the whole system – land, water, people, and long-term resilience.","","yes","2026-03-04T06:37:29.183321"
"lean_dean_dry_everblack","","Lean Dean Dry Everblack","lean_dean","dry_everblack","dry","mens","","black","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-dry-everblack","<div class=""ProductDetailsDialog_description__2n4hF"">Pitch black jeans made in dry comfort stretch denim that stays black. Our Everblack fabric is made to maintain its color for as long as possible, withstanding 40 or more washes without any significant loss of color. If you are looking for a pair of pitch-black jeans that do not fade, this is the way to go.<br/><br/>Keen on knowing what differentiates Everblack from other black denim? <br/>Normally, when denim is dyed, part of the dye will absorb in the cotton fibers while the rest remains bound only to the surface of the yarns. This is what gives denim its aging property that in many cases is sought after. However, when it comes to black jeans this is not always the case which is why we developed the Everblack denim. The technical difference between Everblack and regular black denim is that it utilizes a method and type of dyestuff that allows improved absorption as well as a stronger fixation. This results in denim with a significantly greater colorfastness, which does not fade with wearing and washing.</div>","","","","12","12 oz. comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Pitch black jeans made in dry comfort stretch denim that stays black. Our Everblack fabric is made to maintain its color for as long as possible, withstanding 40 or more washes without any significant loss of color. If you are looking for a pair of pitch-black jeans that do not fade, this is the way to go. Keen on knowing what differentiates Everblack from other black denim? Normally, when denim is dyed, part of the dye will absorb in the cotton fibers while the rest remains bound only to the surface of the yarns. This is what gives denim its aging property that in many cases is sought after. However, when it comes to black jeans this is not always the case which is why we developed the Everblack denim. The technical difference between Everblack and regular black denim is that it utilizes a method and type of dyestuff that allows improved absorption as well as a stronger fixation. This results in denim with a significantly greater colorfastness, which does not fade with wearing and washing.","","yes","2026-03-04T06:38:01.490016"
"tuff_tony_black_vintage","","Tuff Tony Black Vintage","tuff_tony","black_vintage","black wash, making this wash","mens","","black","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-black-vintage","<div class=""ProductDetailsDialog_description__2n4hF"">Wide-legged loose-fit jeans in a perfect vintage-like, cold-cast, black wash. Smoothly washed to reveal a range of textures, including a muted yet rich marbling texture, these jeans feature mesmerizing highlights and textural depth. The subtle cold-cast of the denim adds a bluish vibrancy, making this wash one of our best to date.</div>","","","","12.25","12.25 oz. rigid denim","100% Cotton","Made in Tunisia","Wide-legged loose-fit jeans in a perfect vintage-like, cold-cast, black wash. Smoothly washed to reveal a range of textures, including a muted yet rich marbling texture, these jeans feature mesmerizing highlights and textural depth. The subtle cold-cast of the denim adds a bluish vibrancy, making this wash one of our best to date.","","yes","2026-03-04T06:38:33.148148"
"steady_eddie_ii_washed_up","","Steady Eddie II Washed Up","steady_eddie_ii","washed_up","fit jeans with a mid waist and tapered leg in a light blue wash, The wash","mens","","blue, grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-washed-up","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a mid waist and tapered leg in a light blue wash with a bright, slightly warm greyish tint. Crafted from regenerative organic denim woven from coarse yarns at a medium density, the fabric has a dry yet comfortable hand with rich texture and just enough flow to feel easy without being soft. The wash delivers a well-worn, sun-faded character, combining sharp contrast with soft tonal shifts. Abraded areas highlight the denim’s pronounced slub texture, while darker, unabraded sections reveal subtle marbling for added depth.</div>","","","","11.8","11.8 oz. rigid denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a mid waist and tapered leg in a light blue wash with a bright, slightly warm greyish tint. Crafted from regenerative organic denim woven from coarse yarns at a medium density, the fabric has a dry yet comfortable hand with rich texture and just enough flow to feel easy without being soft. The wash delivers a well-worn, sun-faded character, combining sharp contrast with soft tonal shifts. Abraded areas highlight the denim’s pronounced slub texture, while darker, unabraded sections reveal subtle marbling for added depth.","","yes","2026-03-04T06:39:08.254171"
"gritty_jackson_dry_selvage","","Gritty Jackson Dry Selvage","gritty_jackson","dry_selvage","dry","mens","","indigo, blue, redcast, greenish","regular","380.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">This right here is special to us, the 13.75 Kaihara Dry Selvage. It left us in awe back in 2001, and thanks to its incredible aging property, it still does to this day. It is the first selvedge denim we ever used, and it is one reason Nudie Jeans exists. This is our heritage.<br/><br/>You see, it was when one of our founders, Maria, got her eyes on this particular denim that what is today Nudie Jeans started to take form. And it's no wonder as it is exceptionally appealing - it has a deep indigo warp, unbleached, vintage-inspired ecru weft, tight construction, dry hand, and starchy crispiness. <br/><br/>Yet, the greatest part of the denim is its aging property - how it evolves with wearing. To understand it, let us get a bit technical. The warp is first dyed in a dark sulfur dye and subsequently in indigo. This dyeing technique gives the Dry Selvage the deep and muted indigo blue hue that looks so utterly beautiful, accompanied by our orange thread. It is also what gives the denim its intriguing nuances as it ages. It is what we call a greencast denim, denim that has a slight greenish-blue hue that becomes more evident with wearing. With years of wear and some washes - as the dark denim turns lighter in tone - the greencast starts to lean towards a redcast - clear blue - hue. This is why it is so intriguingly beautiful and has remained in our collection since the start of Nudie Jeans back in 2001.<br/><br/>We are very proud to offer Gritty Jackson Dry Selvage - our hats off for Kaihara's denim and indigo artisans, forever. <br/><br/>We recommend 6 months of everyday wear before the first wash, if not longer. This way, you will end up with a beautiful pair of worn-in jeans. It sure is a long time; however, it's only a recommendation. As long as you give them love, the result will be great.</div>","","","","13.75","13.75 oz. rigid Japanese selvedge denim","100% Cotton","Made in Italy","This right here is special to us, the 13.75 Kaihara Dry Selvage. It left us in awe back in 2001, and thanks to its incredible aging property, it still does to this day. It is the first selvedge denim we ever used, and it is one reason Nudie Jeans exists. This is our heritage. You see, it was when one of our founders, Maria, got her eyes on this particular denim that what is today Nudie Jeans started to take form. And it's no wonder as it is exceptionally appealing - it has a deep indigo warp, unbleached, vintage-inspired ecru weft, tight construction, dry hand, and starchy crispiness. Yet, the greatest part of the denim is its aging property - how it evolves with wearing. To understand it, let us get a bit technical. The warp is first dyed in a dark sulfur dye and subsequently in indigo. This dyeing technique gives the Dry Selvage the deep and muted indigo blue hue that looks so utterly beautiful, accompanied by our orange thread. It is also what gives the denim its intriguing nuances as it ages. It is what we call a greencast denim, denim that has a slight greenish-blue hue that becomes more evident with wearing. With years of wear and some washes - as the dark denim turns lighter in tone - the greencast starts to lean towards a redcast - clear blue - hue. This is why it is so intriguingly beautiful and has remained in our collection since the start of Nudie Jeans back in 2001. We are very proud to offer Gritty Jackson Dry Selvage - our hats off for Kaihara's denim and indigo artisans, forever. We recommend 6 months of everyday wear before the first wash, if not longer. This way, you will end up with a beautiful pair of worn-in jeans. It sure is a long time; however, it's only a recommendation. As long as you give them love, the result will be great.","","yes","2026-03-04T06:39:40.795187"
"solid_ollie_dry_pure_black","","Solid Ollie Dry Pure Black","solid_ollie","dry_pure_black","dry","mens","","black, gray","regular","250.0","","https://www.nudiejeans.com/en-CA/product/solid-ollie-dry-pure-black","<div class=""ProductDetailsDialog_description__2n4hF"">Slim-fit jeans with a slim leg crafted from pitch-black, ""black overdyed black denim"", the Dry Pure Black offers a soft hand feel and a deep black hue that gradually fades into smooth, gray tones. The ring-spun denim showcases a uniform texture with a hint of vertical streakiness. Over time, this streakiness becomes more pronounced with wear, and subtle marble effects emerge through washing, creating a rich, evolving texture marked by muted black and gray tones.<br/><br/>The greatest part of these jeans is not what they look like new, but rather the complete opposite - how they will look tomorrow, and the many days to come. Enjoy aging, it is worth the trouble.</div>","","","","12.5","12.5 oz stretch denim","99% Cotton 1% Elastane","Made in Italy","Slim-fit jeans with a slim leg crafted from pitch-black, ""black overdyed black denim"", the Dry Pure Black offers a soft hand feel and a deep black hue that gradually fades into smooth, gray tones. The ring-spun denim showcases a uniform texture with a hint of vertical streakiness. Over time, this streakiness becomes more pronounced with wear, and subtle marble effects emerge through washing, creating a rich, evolving texture marked by muted black and gray tones. The greatest part of these jeans is not what they look like new, but rather the complete opposite - how they will look tomorrow, and the many days to come. Enjoy aging, it is worth the trouble.","","yes","2026-03-04T06:40:16.422605"
"lean_dean_dry_sunburns","","Lean Dean Dry Sunburns","lean_dean","dry_sunburns","dry","mens","","indigo, pale","regular","280.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-dry-sunburns","<div class=""ProductDetailsDialog_description__2n4hF"">Lean Dean Dry Sunburns stands out with its gradient back pocket embroidery, shifting from deep orange to pale yellow, with our own Nudie Jeans Orange at the center. Paired with a special graphic Jacron patch, it subtly plays with our identity and iconography.<br/><br/>Underneath it all is a 13 oz denim, dyed with an indigo top over a sulfur-dyed bottom, creating a deep, almost inky tone that holds its intensity even as it fades. This fabric doesn’t just age—it evolves, setting the stage for wear that reveals stark contrasts and layers of character.<br/><br/>Its rigid-like texture, with a balance of yarn slub and salt-and-pepper grain, carries an undeniable rawness. The clear twill lines cut through the texture, adding structure, while the stretch gives just enough comfort without ever dulling the ruggedness. A long-time favorite of ours, this denim delivers a level of character unlike any other stretch fabric. It’s built for the long haul, destined to become tomorrow’s vintage.</div>","","","","13","13 oz. stretch denim","99% Cotton 1% Elastane","Made in Italy","Lean Dean Dry Sunburns stands out with its gradient back pocket embroidery, shifting from deep orange to pale yellow, with our own Nudie Jeans Orange at the center. Paired with a special graphic Jacron patch, it subtly plays with our identity and iconography. Underneath it all is a 13 oz denim, dyed with an indigo top over a sulfur-dyed bottom, creating a deep, almost inky tone that holds its intensity even as it fades. This fabric doesn’t just age—it evolves, setting the stage for wear that reveals stark contrasts and layers of character. Its rigid-like texture, with a balance of yarn slub and salt-and-pepper grain, carries an undeniable rawness. The clear twill lines cut through the texture, adding structure, while the stretch gives just enough comfort without ever dulling the ruggedness. A long-time favorite of ours, this denim delivers a level of character unlike any other stretch fabric. It’s built for the long haul, destined to become tomorrow’s vintage.","","yes","2026-03-04T06:40:49.614304"
"lean_dean_black_eyes","","Lean Dean Black Eyes","lean_dean","black_eyes","The wash, the wash","mens","","black, grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-black-eyes","<div class=""ProductDetailsDialog_description__2n4hF"">Slim fit jeans with a tapered leg made in organic comfort stretch denim. These black jeans have been washed to a mid-grey hue with light-grey highlights. The wash has revealed a slight graininess of the denim, and at seams, the wash has pronounced the construction of the jeans. Over thighs, knees, and back pockets soft, yet contrasting, wear-marks add highlights that give these jeans a washed-out and worn-in look. To us, there is something special with these grey hues of greatness.</div>","","","","11.75","11.75 oz. comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim fit jeans with a tapered leg made in organic comfort stretch denim. These black jeans have been washed to a mid-grey hue with light-grey highlights. The wash has revealed a slight graininess of the denim, and at seams, the wash has pronounced the construction of the jeans. Over thighs, knees, and back pockets soft, yet contrasting, wear-marks add highlights that give these jeans a washed-out and worn-in look. To us, there is something special with these grey hues of greatness.","","yes","2026-03-04T06:41:22.980380"
"lean_dean_dry_japan_selvage","","Lean Dean Dry Japan Selvage","lean_dean","dry_japan_selvage","dry","mens","","blue, redcast","regular","380.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-dry-japan-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">Jeans made from a beautiful Japanese dry selvedge comfort stretch denim that is made by the legendary Kaihara Mills in Japan. The fabric has a redcast and an open construction that will render clear blue hues with wear. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great.</div>","","","","","","98% Cotton 2% Elastane","Made in Italy","Jeans made from a beautiful Japanese dry selvedge comfort stretch denim that is made by the legendary Kaihara Mills in Japan. The fabric has a redcast and an open construction that will render clear blue hues with wear. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great.","","yes","2026-03-04T06:41:55.373687"
"gritty_jackson_dry_dusk_selvage","","Gritty Jackson Dry Dusk Selvage","gritty_jackson","dry_dusk_selvage","dry","mens","","indigo, white, navy","regular","315.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-dusk-selvag","<div class=""ProductDetailsDialog_description__2n4hF"">Regular fit jeans with a straight leg, made from 13 oz. rigid Turkish selvage denim crafted from organic and recycled cotton, dyed with pure natural indigo. The fabric features a neat all-white selvage ID and a gently slubby texture, with pronounced vertical twill lines. The deep, natural indigo tone gives these jeans a classic, well-balanced look.<br/><br/>Our signature orange thread provides a bold contrast, while the navy back pocket embroidery becomes more prominent as the denim ages. With wear, these selvage jeans develop a unique, worn-in character that is unique to the wearer.<br/><br/>For the best results, we recommend at least 6 months of wear before the first wash, though earlier washing is also fine. For care, hand wash or use a gentle machine cycle. Over time, these jeans will evolve a distinct patina, slowly turning vintage.</div>","","","","13","13 oz. Turkish rigid selvage denim","100% Cotton","Made in Italy","Regular fit jeans with a straight leg, made from 13 oz. rigid Turkish selvage denim crafted from organic and recycled cotton, dyed with pure natural indigo. The fabric features a neat all-white selvage ID and a gently slubby texture, with pronounced vertical twill lines. The deep, natural indigo tone gives these jeans a classic, well-balanced look. Our signature orange thread provides a bold contrast, while the navy back pocket embroidery becomes more prominent as the denim ages. With wear, these selvage jeans develop a unique, worn-in character that is unique to the wearer. For the best results, we recommend at least 6 months of wear before the first wash, though earlier washing is also fine. For care, hand wash or use a gentle machine cycle. Over time, these jeans will evolve a distinct patina, slowly turning vintage.","","yes","2026-03-04T06:42:27.781580"
