"product_id","sku","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","regular_price","sales_price","nudie_product_url","description_html","release_season","run_code","notes","denim_weight_oz","denim_cat","material","made_in","product_description","collections","is_jeans","scraped_at"
"loud_larry_dry_selvage","","Loud Larry Dry Selvage","loud_larry","dry_selvage","dry","mens","","","regular","380.0","","https://www.nudiejeans.com/en-CA/product/loud-larry-dry-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">A loose, high-waist fit with a wide leg made in our heritage dry selvedge denim, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to develop into a remarkable pair of jeans. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great. <br/><br/></div>","","","","13.75","13.75 oz rigid dry selvedge denim from Kaihara, Japan.","100% Cotton","Made in Italy","A loose, high-waist fit with a wide leg made in our heritage dry selvedge denim, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to develop into a remarkable pair of jeans. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great.","","yes","2026-03-04T06:05:00.895075"
"tight_terry_black_blizzard","","Tight Terry Black Blizzard","tight_terry","black_blizzard","fit jeans in a dark grey wash, The wash","mens","","black, grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tight-terry-black-blizzard","<div class=""ProductDetailsDialog_description__2n4hF"">Tight-fit jeans in a dark grey wash, featuring soft wear marks. Crafted from pitch-black denim, these jeans exhibit a refined yet characterful ring-spun texture. The wash highlights the jeans with the perfect slightly worn-in black denim look.</div>","","","","11","11 oz. power stretch denim","99% Cotton","Made in Tunisia","Tight-fit jeans in a dark grey wash, featuring soft wear marks. Crafted from pitch-black denim, these jeans exhibit a refined yet characterful ring-spun texture. The wash highlights the jeans with the perfect slightly worn-in black denim look.","","yes","2026-03-04T06:15:31.918747"
"tuff_tony_mystery_selvage","","Tuff Tony Mystery Selvage","tuff_tony","mystery_selvage","","mens","","","regular","650.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-mystery-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">These limited edition jeans come with a story—one made possible by our Re:Use program.<br/><br/>Let’s rewind to 2017. At our Nudie Jeans Repair Shop in Gothenburg, an unidentified customer dropped off an impressively worn-in pair of selvedge jeans in exchange for a discount on a new pair. Nothing unusual there—we’ve worked with selvedge denim since 2001, and exchanges like this are common, especially in our hometown.<br/><br/>But when the repair team got to work, something about these jeans sparked curiosity. They were cut in an old fit, made from a fabric different from our long-standing Kaihara Dry Selvage. The fit was wide, the denim coarser, and the rivets, buttons, and labels were clearly old—really old (for a pair of Nudie Jeans). The style label? Completely washed out.<br/><br/>Word spread quickly to HQ. The mystery deepened. Based on the clues, we suspected it was a 2005 selvedge made in Loose Frank—a rare piece. Or was it maybe just a sample?<br/>Captivated by their beauty, we pulled out old product records, combed through collection books, and even booted up our long-retired internal product system—just to follow every possible thread. We emailed mills, compared notes, searched for any match. Still, we couldn’t trace the fabric. The origin of the fabric remained a mystery. The jeans became something of a legend—kept close.<br/><br/>By 2024—seven years later—we finally accepted the truth: the mystery might never be solved. But we knew what had to be done. We reached out to a dear friend.<br/>That friend—since day one—was Kaihara. If anyone could reverse-engineer this denim, it was them. They took on the challenge, analyzing the yarns, slub, color balance, density, and every irregularity with precision.<br/><br/>The result? Mystery Selvage—a faithful recreation of one of the most elusive Nudie Jeans we’ve ever come across. Now available in Tuff Tony, our closest modern relative to Loose Frank.<br/><br/>And while it may not be quite as rare, it is very limited to only 145 pieces. Enjoy the process of wearing them in—we hope to see a few come back through Re:Use in 16 years or so. Let’s create tomorrow’s vintage.</div>","","","Members only; Limited","14","14 oz. dry rigid selvedge denim from Kaihara, Japan.","100% Cotton","Made in Italy","These limited edition jeans come with a story—one made possible by our Re:Use program. Let’s rewind to 2017. At our Nudie Jeans Repair Shop in Gothenburg, an unidentified customer dropped off an impressively worn-in pair of selvedge jeans in exchange for a discount on a new pair. Nothing unusual there—we’ve worked with selvedge denim since 2001, and exchanges like this are common, especially in our hometown. But when the repair team got to work, something about these jeans sparked curiosity. They were cut in an old fit, made from a fabric different from our long-standing Kaihara Dry Selvage. The fit was wide, the denim coarser, and the rivets, buttons, and labels were clearly old—really old (for a pair of Nudie Jeans). The style label? Completely washed out. Word spread quickly to HQ. The mystery deepened. Based on the clues, we suspected it was a 2005 selvedge made in Loose Frank—a rare piece. Or was it maybe just a sample? Captivated by their beauty, we pulled out old product records, combed through collection books, and even booted up our long-retired internal product system—just to follow every possible thread. We emailed mills, compared notes, searched for any match. Still, we couldn’t trace the fabric. The origin of the fabric remained a mystery. The jeans became something of a legend—kept close. By 2024—seven years later—we finally accepted the truth: the mystery might never be solved. But we knew what had to be done. We reached out to a dear friend. That friend—since day one—was Kaihara. If anyone could reverse-engineer this denim, it was them. They took on the challenge, analyzing the yarns, slub, color balance, density, and every irregularity with precision. The result? Mystery Selvage—a faithful recreation of one of the most elusive Nudie Jeans we’ve ever come across. Now available in Tuff Tony, our closest modern relative to Loose Frank. And while it may not be quite as rare, it is very limited to only 145 pieces. Enjoy the process of wearing them in—we hope to see a few come back through Re:Use in 16 years or so. Let’s create tomorrow’s vintage.","","yes","2026-03-04T06:21:05.356776"
"lean_dean_everblue","","Lean Dean Everblue","lean_dean","everblue","","mens","","blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-everblue","<div class=""ProductDetailsDialog_description__2n4hF"">Slim-fit jeans with a mid waist and tapered leg made from solid dark blue stretch denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everblue fabric is designed to hold its deep shade for as long as possible, ageing slowly while preserving its authentic denim character.</div>","","","","11","11 oz. piece-dyed stretch denim","98% Cotton 2% Elastane","Made in Tunisia","Slim-fit jeans with a mid waist and tapered leg made from solid dark blue stretch denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everblue fabric is designed to hold its deep shade for as long as possible, ageing slowly while preserving its authentic denim character.","","yes","2026-03-04T06:21:38.408907"
"solid_ollie_dry_eclipse_selvage","","Solid Ollie Dry Eclipse Selvage","solid_ollie","dry_eclipse_selvage","dry","mens","","black, indigo, grey","regular","450.0","","https://www.nudiejeans.com/en-CA/product/solid-ollie-dry-eclipse-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a straight leg in a deep blackish indigo stretch selvage. Crafted from 13 oz greencast stretch selvage denim from Kaihara Mills, Japan, these jeans feature a rare black selvage ID, paired with black thread and dull black trims for a quietly bold, unified look. The slubby, ring-spun yarns give the fabric a rigid-like texture, with pronounced vertical warp slub adding depth and character from the first wear.<br/><br/>Dyed in indigo over a sulphur-black base, the warp delivers the denim’s deep, blackish indigo tone, while the greyish-beige weft softens it just enough for subtle complexity. As the jeans break in, high-contrast wear and a distinctive greencast hue emerge, gradually revealing a rarely seen Nudie Jeans expression. Over time, the interplay between fabric, stitching, and trims intensifies—becoming more uniquely unapologetic.</div>","","","Members only; Limited","13","13 oz. stretch selvage denim from Kaihara Mills, Japan.","98% Cotton 2% Elastane","Made in Italy","Regular-fit jeans with a straight leg in a deep blackish indigo stretch selvage. Crafted from 13 oz greencast stretch selvage denim from Kaihara Mills, Japan, these jeans feature a rare black selvage ID, paired with black thread and dull black trims for a quietly bold, unified look. The slubby, ring-spun yarns give the fabric a rigid-like texture, with pronounced vertical warp slub adding depth and character from the first wear. Dyed in indigo over a sulphur-black base, the warp delivers the denim’s deep, blackish indigo tone, while the greyish-beige weft softens it just enough for subtle complexity. As the jeans break in, high-contrast wear and a distinctive greencast hue emerge, gradually revealing a rarely seen Nudie Jeans expression. Over time, the interplay between fabric, stitching, and trims intensifies—becoming more uniquely unapologetic.","","yes","2026-03-04T06:22:10.639824"
"steady_eddie_ii_dry_selvage","","Steady Eddie II Dry Selvage","steady_eddie_ii","dry_selvage","dry","mens","","","regular","380.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-dry-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">Jeans made in dry selvedge denim. This one's our heritage, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to become the greatest looking pair of jeans you ever put on. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great.</div>","","","Members only","13.75","13.75 oz dry rigid selvedge denim","100% Cotton","Made in Italy","Jeans made in dry selvedge denim. This one's our heritage, the 13.75 oz. Kaihara selvedge that has been with us since 2001. A fabric with the potential to become the greatest looking pair of jeans you ever put on. The fabric is tightly woven and has a right-hand construction with slubby yarns. It has an orange selvedge id line, a feature made exclusively for us. We recommend 6 months of hard, every day, wear before the first wash, if not longer. This way you will end up with a beautiful pair of worn-in jeans. It sure is a long time, however, it's only a recommendation. As long as you give them love, the result will be great.","","yes","2026-03-04T06:22:41.865197"
"lean_dean_salty_tracks","","Lean Dean Salty Tracks","lean_dean","salty_tracks","","mens","","indigo, greenish","regular","280.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-salty-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">Lean Dean Salty Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from deep-tone broken twill stretch denim, these jeans are washed to a rich, greenish indigo tone with slightly warmly tinted, sharply contrasting wear marks. The fabric has a beautiful coarseness with pronounced vertical streakiness and a textured hand. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Lean Deans—our slim-fit jeans with a mid waist and tapered leg—belong to the Life Tracks range: jeans based on a true story.</div>","","","","13","13 oz. stretch denim","98% Cotton 2% Elastane","Made in Italy","Lean Dean Salty Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from deep-tone broken twill stretch denim, these jeans are washed to a rich, greenish indigo tone with slightly warmly tinted, sharply contrasting wear marks. The fabric has a beautiful coarseness with pronounced vertical streakiness and a textured hand. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Lean Deans—our slim-fit jeans with a mid waist and tapered leg—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:23:14.215976"
"gritty_jackson_black_forest","","Gritty Jackson Black Forest","gritty_jackson","black_forest","The gentle wash has rendered structural wash","mens","","black, indigo, blue, grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-black-forest","<div class=""ProductDetailsDialog_description__2n4hF"">Regular fit jeans with a straight leg made in organic rigid denim. These jeans are made from an indigo blue denim that has been overdyed black giving them their cold black shade. The gentle wash has rendered structural wash effects and subtlely revealed the indigo underneath. This has resulted in a span of hues that range from pitch black to blueish dark grey. Murky blue-black jeans at its best!</div>","","","","12.5","12.5 oz. rigid denim","100% Cotton","Made in Tunisia","Regular fit jeans with a straight leg made in organic rigid denim. These jeans are made from an indigo blue denim that has been overdyed black giving them their cold black shade. The gentle wash has rendered structural wash effects and subtlely revealed the indigo underneath. This has resulted in a span of hues that range from pitch black to blueish dark grey. Murky blue-black jeans at its best!","","yes","2026-03-04T06:23:47.076412"
"solid_ollie_cloud_blue","","Solid Ollie Cloud Blue","solid_ollie","cloud_blue","made in a light blue wash, the wash","mens","","indigo, blue, white","regular","250.0","","https://www.nudiejeans.com/en-CA/product/solid-ollie-cloud-blue","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a straight leg, made in a light blue wash that achieves a softly worn-in, washed-out look. Crafted from stretch denim with remarkable character, the wash reveals a spectrum of hues, from bright, near-white tones to deeper indigo shades preserved along the seams. The process has brought out the denim's rich texture, highlighting both vertical slubs and crosshatch patterns.</div>","","","","13","13 oz. stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Regular-fit jeans with a straight leg, made in a light blue wash that achieves a softly worn-in, washed-out look. Crafted from stretch denim with remarkable character, the wash reveals a spectrum of hues, from bright, near-white tones to deeper indigo shades preserved along the seams. The process has brought out the denim's rich texture, highlighting both vertical slubs and crosshatch patterns.","","yes","2026-03-04T06:24:20.009897"
"tuff_tony_thriller_tracks","","Tuff Tony Thriller Tracks","tuff_tony","thriller_tracks","","mens","","indigo","regular","280.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-thriller-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">The Tuff Tony Thriller Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional denim, these jeans are washed to a rich, deep indigo tone with a hint of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Tuff Tonys—wide-legged, loose-fit jeans—belong to the Life Tracks range: jeans based on a true story.</div>","","","","13.5","13.5 oz. rigid denim","100% Cotton","Made in Italy","The Tuff Tony Thriller Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional denim, these jeans are washed to a rich, deep indigo tone with a hint of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Tuff Tonys—wide-legged, loose-fit jeans—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:24:52.678622"
"tuff_tony_basement_tracks","","Tuff Tony Basement Tracks","tuff_tony","basement_tracks","","mens","","indigo, blue, white","regular","280.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-basement-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">The Tuff Tony Basement Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional denim, these jeans are washed to a bright blue indigo tone with near-white highlights and a touch of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Tuff Tonys—our wide-legged, loose-fit jeans—belong to the Life Tracks range: jeans based on a true story.</div>","","","","13.5","13.5 oz. rigid denim","100% Cotton","Made in Italy","The Tuff Tony Basement Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional denim, these jeans are washed to a bright blue indigo tone with near-white highlights and a touch of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Tuff Tonys—our wide-legged, loose-fit jeans—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:25:27.942359"
