"product_id","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","nf_product_url","ty_product_url","description_html","release_season","run_code","notes","sku","denim_weight","denim_cat","made_in","product_description"
"super_guy_solid_black_selvedge_raw_super_guy_solid_black_selvedge","Super Guy - Solid Black Selvedge","super_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/super-guy-solid-black-selvedge","","","","","101061600","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets. The Super Guy is a slim tapered fit; medium rise, slim thigh and taper from the knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101061600"
"easy_guy_deep_indigo_stretch_selvedge_raw_easy_guy_deep_indigo_stretch_selvedge","Easy Guy - Deep Indigo Stretch Selvedge","easy_guy","deep_indigo_stretch_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-deep-indigo-stretch-selvedge","","","","","101095106","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Deep Indigo Stretch Selvedge is a 12oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The deep indigo color is created by combining an indigo dyed warp and grey weft. This denim is made with 2% stretch for added comfort, without compromising durability. Other details include contrast stitching, full grain English tan leather patch, red selvedge ID, silver metallic buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% PolyurethaneMade in CanadaSKU: 101095106"
"easy_guy_left_hand_twill_selvedge_raw_naked_famous_denim_easy_guy_left_hand_twill_selvedge","Easy Guy - Left Hand Twill Selvedge","easy_guy","left_hand_twill_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-denim-easy-guy-left-hand-twill-selvedge","","","","","012776","13.75oz","13.75oz Japanese Selvedge Denim","Made in Canada","The Left Hand Twill Selvedge is a 13.75oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a left hand twill construction. When worn over time, this construction will provide a softer feeling denim and will emphasize vertical fading. Other details include contrast stitching, full grain brown leather patch, white selvedge ID, silver metallic buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.13.75oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 012776"
"weird_guy_11oz_stretch_selvedge_raw_naked_famous_denim_weird_guy_11oz_stretch_selvedge","Weird Guy - 11oz Stretch Selvedge","weird_guy","11oz_stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-denim-weird-guy-11oz-stretch-selvedge","","","","","015503","11oz","Weird Guy - 11oz Stretch Selvedge","Made in Canada","The 11oz Stretch Selvedge is a lightweight indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is tightly woven giving the jeans a uniform surface appearance. This denim is made with 2% stretch for added comfort, without compromising durability. Other details include contrast stitching, English tan leather patch, red selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.11oz Japanese Selvedge Denim98% Cotton  /  2% ElastaneMade in CanadaSKU: 015503"
"super_guy_meteor_selvedge_raw_super_guy_meteor_selvedge","Super Guy - Meteor Selvedge","super_guy","meteor_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/super-guy-meteor-selvedge","","window.","","","101808000","11oz","11oz Japanese Selvedge Denim","Made in Canada","The Meteor Selvedge is a specially crafted 11oz 100% Cotton Japanese selvedge denim, featuring grey mélange yarns in both the exterior warp and interior weft. These mélange yarns, a blend of dyed and undyed fibers, create a fabric with a distinctive and varied heathered appearance, a look unachievable through dyeing alone. It offers the crisp feel characteristic of raw denim, yet its lighter weight facilitates a quick and effortless break-in period. Other details you’ll find include, an all-white selvedge ID, a matte black leather patch, and silver metallic buttons and rivets.The Super Guy is a skinny fit with a medium rise, a slim top block, and a taper from knee to hem.11oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU: 101808000"
"true_guy_black_power_stretch_raw_true_guy_black_power_stretch","True Guy - Black Power Stretch","true_guy","black_power_stretch","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-black-power-stretch","","","","","101030121","12oz","12oz Japanese Stretch Denim","Made in Canada","The Black Power Stretch is a 12oz denim dyed black on both the warp and weft for a solid black color tone. The dye is resistant to fading to ensure the jeans stay blacker longer. Made with 5% stretch for increased comfort and incredible stretch recovery performance that allows the jeans to snap back to shape wear after wear. Other details include tonal stitching, full grain black leather patch, and black mil-spec non-reflective waist button and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.12oz Japanese Stretch Denim95% Cotton / 5% ElastaneMade in CanadaSKU: 101030121"
"true_guy_duck_canvas_selvedge_raw_true_guy_duck_canvas_selvedge","True Guy - Duck Canvas Selvedge","true_guy","duck_canvas_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-duck-canvas-selvedge","","","","","101021421","10oz","","Made in Canada","The Duck Canvas Selvedge is a 10oz Japanese duck canvas woven on vintage shuttle looms in a tightly woven plain weave construction. Used primarily as work wear because of its strength and durability, the fabric also has a relatively smooth surface making it less prone to snagging and tearing. Duck canvas was once the fabric of choice to make jeans before denim became popular in the late 1800's. Other details include tonal stitching, full grain brown leather patch, red selvedge ID, silver metallic  buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.10oz Japanese Duck Canvas100% CottonMade in CanadaSKU: 101021421"
"super_guy_indigo_duck_canvas_selvedge_raw_super_guy_indigo_duck_canvas_selvedge","Super Guy - Indigo Duck Canvas Selvedge","super_guy","indigo_duck_canvas_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/super-guy-indigo-duck-canvas-selvedge","","window.","","","101603000","10oz","","Made in Canada","The Indigo Duck Canvas Selvedge is a 10oz Japanese Selvedge canvas woven on vintage shuttle looms in a tightly woven plain weave construction. Used primarily as work wear because of its strength and durability, the fabric also has a relatively smooth surface making it less prone to snagging and tearing. Duck canvas was once the fabric of choice used to make jeans before denim became popular in the late 1800's. Other details include tonal stitching, full grain English tan leather patch, red selvedge ID, silver metallic buttons and rivets. The Super Guy is a slim tapered fit; medium rise, slim thigh and taper from the knee to hem.100% CottonJapanese Selvedge DenimMade in CanadaSKU: 101603000"
"super_guy_black_cobra_stretch_selvedge_raw_naked_famous_super_guy_black_cobra_stretch_selvedge","Super Guy - Black Cobra Stretch Selvedge","super_guy","black_cobra_stretch_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-super-guy-black-cobra-stretch-selvedge","","","","","101904000","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Black Cobra Stretch Selvedge is a 12oz Japanese selvedge denim with a black warp and a black weft to create a pitch-black denim, the only flash of color comes from the red line selvedge ID. The standard weight fabric can be worn year-round, and the touch of stretch offers comfort and flexibility without compromising durability. Cut, sewn, built in Canada with black stitching, a black full grain leather patch, and mil-spec non-reflective black metal buttons and rivets.The Super Guy is a skinny fit with a medium rise, a slim top block, and a taper from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101904000"
"weird_guy_sakura_slub_selvedge_raw_weird_guy_sakura_slub_slevedge","Weird Guy - Sakura Slub Selvedge","weird_guy","sakura_slub_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/weird-guy-sakura-slub-slevedge","","window.","","","101128303","16.5oz","16.5oz Japanese Selvedge Denim","Made in Canada","Introducing the Sakura Slub Selvedge, a heavyweight 16.5oz Japanese Selvedge Denim woven on vintage shuttle looms in Okayama, Japan. This denim is woven with big slub yarns that alternate between thick and thin sections, not only does this create an incredible denim texture but also impacting dye penetration during the rope dyeing process. As a result, sections of the yarn fade at different rates, unveiling a stunning spectrum of indigo hues as the denim ages. The interior weft is dyed with a pinkish hue, reminiscent of Japanese Cherry Blossoms, or “Sakura,” imparting a subtle cherry undertone to the denim. Made from 100% cotton, this denim provides a classic rigid raw denim feel. Each pair is proudly crafted in our Canadian factory and features contrast stitching, a button fly, antique copper-colored hardware, and a Horween color 8 burgundy pull up leather patch.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.16.5oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU:101128303"
"true_guy_all_natural_ecru_foxfibre®_selvedge_raw_true_guy_all_natural_ecru_foxfiber","True Guy - All Natural Ecru Foxfibre® Selvedge","true_guy","all_natural_ecru_foxfibre®_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-all-natural-ecru-foxfiber","","window.","","exclusive","101128021","13.6oz","13.6oz Japanese Selvedge Denim","Made in Canada","Introducing the All Natural Ecru Foxfibre® Selvedge, a 13.6oz Japanese Selvedge denim that marries an unbleached organic cotton exterior warp with a rare, naturally colored organic cotton known as Foxfibre®. Developed by Sally Fox, Foxfibre® cotton is grown in rich, natural earth tones that eliminate the need for bleaching or dyeing. As we say, 'If you can grow the color, there's no need to dye it."" This cotton is sourced exclusively from a single farm in Texas dedicated to sustainable organic farming practices. With each wash and wear, Foxfibre® cotton develops a deeper patina, intensifying to a richer, warmer tone. This unique color evolution is visible through the front face of the fabric along the twill lines, imparting a distinctive earthy tone to the jeans. The blend of Foxfibre® brown cotton weft with the natural cotton warp gives the denim a warm, natural tone, enriched with brown neps that add depth and richness to the fabric. The denim is finished with a brown selvedge ID, also made using Foxfibre® cotton. The jeans feature a  vegan friendly paper based patch. Proudly crafted in our Canadian factory, the jeans feature contrast stitching, a button fly, and silver metallic hardware.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.13.6oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU:101128021"
"super_guy_natural_indigo_selvedge_raw_naked_famous_denim_super_guy_natural_indigo_selvedge","Super Guy - Natural   Indigo   Selvedge","super_guy","natural_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-denim-super-guy-natural-indigo-selvedge","","","","","015010","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Natural Indigo Selvedge is a 12.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. Natural indigo dye derived from fermenting the indigofera plant is used to create the mid blue color tone of these jeans. Other details include contrast stitching, full grain English tan leather patch, blue selvedge ID, dark copper buttons and rivets. The Super Guy is a slim tapered fit; medium rise, slim thigh and taper from the knee to hem.12.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 015010"
"weird_guy_natural_indigo_selvedge_raw_naked_famous_denim_weird_guy_natural_indigo_selvedge","Weird Guy - Natural   Indigo   Selvedge","weird_guy","natural_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-denim-weird-guy-natural-indigo-selvedge","","","","","015013","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Natural Indigo Selvedge is a 12.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. Natural indigo dye derived from fermenting the indigofera plant is used to create the mid blue color tone of these jeans. Other details include contrast stitching, full grain English tan leather patch, blue selvedge ID, dark copper buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.12.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 015013"
"easy_guy_deep_indigo_selvedge_raw_easy_guy_deep_indigo_selvedge","Easy Guy - Deep Indigo Selvedge","easy_guy","deep_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-deep-indigo-selvedge","","","","","101055506","15oz","15oz Japanese Selvedge Denim","Made in Canada","The Deep Indigo Selvedge is a 15oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is incredibly rigid which produces distinct wear patterns. Over time with wear, the deep indigo color fades to electric blue hues, resulting in high contrast fades. Other details include contrast stitching, full grain brown leather patch, pink selvedge ID, silver metallic buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.15oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101055506"
"true_guy_10_fold_selvedge_raw_true_guy_10_fold_selvedge","True Guy - 10 Fold Selvedge","true_guy","10_fold_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/true-guy-10-fold-selvedge","","window.","","","101110021","14oz","14oz Japanese Selvedge Denim","Made in Canada","The 10 Fold Selvedge is a 14oz Japanese selvedge denim crafted from a unique blend of 10 varieties of cotton, sourced from 10 different countries, and featuring a distinctive 10-color selvedge ID. Originally produced for the 10th anniversary of Naked & Famous Denim, we had some unused rolls from the initial production that we saved for the perfect moment to re-release this fabric. This denim has a classic rigid raw feel, made with short slub yarns that add a subtle touch of character while preserving a traditional raw denim experience. Flip the cuff to reveal the multicolor selvedge ID. The jeans boast classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a natural veg-tan leather patch. Each pair is proudly crafted in our Canadian factory.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.14oz Japanese Selvedge Denim100% CottonMade in CanadaSKU:101110021"
"super_guy_indigo_selvedge_raw_super_guy_indigo_selvedge","Super Guy - Indigo Selvedge","super_guy","indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/super-guy-indigo-selvedge","","","","","101010800","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Indigo Selvedge is a 13oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is dense, and will slowly fade with wear. Other details include contrast stitching, full grain brown leather patch, red selvedge ID, silver metallic buttons and rivets. The Super Guy is a slim tapered fit; medium rise, slim thigh and taper from the knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101010800"
"easy_guy_duck_canvas_selvedge_raw_easy_guy_selvedge_duck","Easy Guy - Duck Canvas Selvedge","easy_guy","duck_canvas_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-selvedge-duck","","","","","101021406","10oz","","Made in Canada","The Duck Canvas Selvedge is a 10oz Japanese duck canvas woven on vintage shuttle looms in a tightly woven plain weave construction. Used primarily as work wear because of its strength and durability, the fabric also has a relatively smooth surface making it less prone to snagging and tearing. Duck canvas was once the fabric of choice to make jeans before denim became popular in the late 1800's. Other details include tonal stitching, full grain brown leather patch, red selvedge ID, silver metallic  buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.10oz Japanese Duck Canvas100% CottonMade in CanadaSKU: 101021406"
"strong_guy_offshoot_broken_twill_selvedge_raw_strong_guy_offshoot_broken_twill_selvedge","Strong Guy - Offshoot Broken Twill Selvedge","strong_guy","offshoot_broken_twill_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-offshoot-broken-twill-selvedge","","window.","","","101216416","13.75oz","13.75oz Japanese Selvedge Denim","Made in Canada","The Offshoot Broken Twill Selvedge is a 13.75 oz Japanese Selvedge Denim. The Offshoot series represents a reimagining of classic Naked & Famous Denim fabrics in new and interesting ways. For the Offshoot Broken Twill Selvedge we took the warp and weft yarns used in our Left Hand Twill Selvedge, and switched up the construction to Broken Twill. Instead of being a directional twill denim, broken twill denim is woven in a zig zag pattern. With this you’ll be able to see for yourself just how construction can completely change how a denim looks, feels, and fades! The denim has a smooth surface texture and traditional rigid raw denim feel. Cut, sewn, built in Canada with contrast stitching, single blue line and white selvedge ID, full grain brown leather patch, and silver metallic buttons and rivets.The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.13.75oz Japanese Selvedge Denim100% CottonMade in CanadaSKU:101216416"
"easy_guy_love_and_peace_selvedge_raw_easy_guy_love_peace_selvedge","Easy Guy - Love & Peace Selvedge","easy_guy","love_and_peace_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-love-peace-selvedge","","window.","","","101127906","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Love & Peace Selvedge is a 12.5oz Japanese selvedge denim that follows our playful Vulgar Selvedge, known for its bold selvedge ID with naughty words. This iteration champions a positive vibe, featuring 'Love"" & ""Peace"" woven directly into the selvedge ID. It’s our way of saying, ""Flip the cuff and spread some love."" The fabric presents a crispy and rigid raw denim feel, crafted using short slub yarn. While not overly textured, the short slubs gradually reveal themselves as the denim fades, emphasizing distinct vertical fade patterns. The natural veg-tanned leather patch and pocket flasher are creations of Matt Verdier, a talented artist renowned for his psychedelic retro style artwork. Over time, the leather patch will develop a rich patina, evolving alongside the denim to become even more beautiful with age. Proudly crafted in our Canadian factory, these jeans feature contrast stitching, button fly, and silver metallic hardware.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.12.5oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU:101127906"
"weird_guy_deep_indigo_selvedge_raw_naked_famous_weird_guy_deep_indigo_selvedge","Weird Guy - Deep Indigo Selvedge","weird_guy","deep_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-deep-indigo-selvedge","","","","","015553","15oz","15oz Japanese Selvedge Denim","Made in Canada","The Deep Indigo Selvedge is a 15oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is incredibly rigid which produces distinct wear patterns. Over time with wear, the deep indigo color fades to electric blue hues, resulting in high contrast fades. Other details include contrast stitching, full grain brown leather patch, pink selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.15oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 015553"
"weird_guy_black_power_stretch_raw_weird_guy_black_power_stretch","Weird Guy - Black Power Stretch","weird_guy","black_power_stretch","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/weird-guy-black-power-stretch","","","","","013013","12oz","12oz Japanese Denim","Made in Canada","The Black Power Stretch is a 12oz denim dyed black on both the warp and weft for a solid black color tone. The dye is resistant to fading to ensure the jeans stay blacker longer. Made with 5% stretch for increased comfort and incredible stretch recovery performance that allows the jeans to snap back to shape wear after wear. Other details include tonal stitching, full grain black leather patch, silver metallic waist button and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.12oz Japanese Denim95% Cotton / 5% ElastaneMade in CanadaSKU: 013013"
"super_guy_prototype_selvedge_raw_super_guy_prototype_selvedge","Super Guy - Prototype Selvedge","super_guy","prototype_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/super-guy-prototype-selvedge","","window.","","collaboration","101585800","15oz","15oz Japanese Selvedge Denim","Made in Canada","Introducing the Prototype Selvedge, a 15oz Japanese selvedge denim made with big slub, irregular-sized yarns to create an incredibly textured denim with a highly visible raised texture. These slub yarns, which alternate between thick and thin sections, create a remarkable texture and impact dye penetration during the rope dyeing process. As a result, sections of the yarn fade at different rates, unveiling a stunning spectrum of indigo hues as the denim ages. This fabric comes from our archives, originally serving as the ""prototype"" for the Pickle Rick selvedge from our Rick & Morty collaboration. Unlike the Pickle Rick style, which features a greencast hue, this denim showcases a classic indigo tone while sharing the same yellow and green selvedge ID. Additionally, the jeans features classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a brown pull-up leather patch. Each pair is proudly crafted in our Canadian factory.The Super Guy is a skinny fit with a medium rise, a slim top block, and a taper from knee to hem.15oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101585800"
"true_guy_revival_frankenstein_denim_raw_true_guy_revival_frankenstein_denim","True Guy - Revival Frankenstein Denim","true_guy","revival_frankenstein_denim","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-revival-frankenstein-denim","","window.","","","101128121","14oz","14oz Japanese Denim","Made in Canada","The Frankenstein Denim is a 14oz Japanese denim, intricately woven in an alternating twill pattern. True to its name, this denim is a mishmash of various construction details. The weave pattern alternates every 2 inches between left-hand twill and right-hand twill throughout the fabric. Since this denim does not adhere to a single twill direction, it cannot undergo anti-skewing, a traditional finishing process designed to eliminate the natural twist of the fabric. Consequently, the sections of left-hand and right-hand twill will twist along their bias over time, enhancing the fabric’s dynamic texture. Crafted with big slub yarns that alternate between thick and thin sections, this denim not only offers an incredible texture but also affects dye penetration during the rope dyeing process. This results in sections of the yarn fading at different rates, revealing a stunning spectrum of indigo hues as the denim ages. Made from 100% cotton, this denim offers a classic rigid raw denim feel. The jeans feature an upside-down leather patch—a distinctive hallmark found only in the Frankenstein Denim series. Proudly crafted in our Canadian factory, these jeans feature contrast stitching, a button fly, and silver metallic hardware.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.14oz Japanese Denim100% CottonButton FlyMade in CanadaSKU:101128121"
"super_guy_mij9_""tennen_ai""_natural_indigo_slub_selvedge_raw_super_guy_mij9_tennen_ai_natural_indigo_slub_selvedge","Super Guy - MIJ9 - ""Tennen Ai"" Natural Indigo Slub Selvedge","super_guy","mij9_""tennen_ai""_natural_indigo_slub_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/super-guy-mij9-tennen-ai-natural-indigo-slub-selvedge","","window.","","","101560100","15oz","15oz Japanese Unsanforized Selvedge Denim","Made in Japan","The MIJ 9 ""Tennen Ai"" Natural Indigo Selvedge is a 15oz Japanese selvedge denim made using 2 kinds of natural indigo dyed yarns. Natural indigo dye is produced in a fermentation process of the Indigofera plant that can take up to 1 year. Unlike synthetic indigo, with natural there is a great deal of color variation from one dye lot to another. For this denim 2 different batches of natural indigo were used to rope dye the cotton yarns. Once woven the result is a denim that has a hand dyed yarn look, as a spectrum of indigo yarns run vertically across the fabric. The denim is unsanforized but tempi treated, which shrinks the fabric but protects the hairiness, grittiness, and raw denim feel. These jeans are made in Japan and feature real iron buttons that will rust, copper rivets that will oxidize, raised belt loops that will fade, a Japanese sheepskin leather patch with the ""Flower of Carnage"" logo, the MIJ maple leaf embroidered onto the back pocket, peek-a-boo selvedge coin pocket, micro busted out seam, and a selvedge button fly. Dyed, woven, cut, sewn, built in Japan.The Super Guy is a skinny fit with a medium rise, a slim top block, and a taper from knee to hem.15oz Japanese Unsanforized Selvedge DenimTempi treated100% CottonMade inJapanSKU:101560100"
"easy_guy_indigo_/_indigo_stretch_selvedge_raw_easy_guy_indigo_indigo_stretch_selvedge","Easy Guy - Indigo / Indigo Stretch Selvedge","easy_guy","indigo_/_indigo_stretch_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-indigo-indigo-stretch-selvedge","","","","","101027206","12oz","12oz Japanese Selvedge Denim","Made in Canada","The Indigo / Indigo Stretch Selvedge is a 12oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The denim is dyed indigo on both the warp and weft for a solid indigo color tone.  Made with 2% stretch for added comfort, without compromising durability. Other details include tonal stitching, full grain navy leather patch, red selvedge ID, silver metallic buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.12oz Japanese Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101027206"
"weird_guy_nightshade_stretch_selvedge_raw_weird_guy_nightshade_stretch_selvedge","Weird Guy - Nightshade Stretch Selvedge","weird_guy","nightshade_stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/weird-guy-nightshade-stretch-selvedge","","","","","101098003","12oz","12oz Japanese Selvedge Denim","Made in Canada","The Nightshade Stretch Selvedge is a 12oz Japanese selvedge denim with 2% stretch for added comfort. The color of the denim is created with the addition of a black dye to the indigo, the combination creates a rich indigo tone that is nearly black. Other details include contrast stitching, brown leather patch, red selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.12oz Japanese Selvedge Denim98% Cotton  /  2% PUMade in CanadaSKU: 101098003"
"easy_guy_10_fold_selvedge_raw_easy_guy_10_fold_selvedge","Easy Guy - 10 Fold Selvedge","easy_guy","10_fold_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/easy-guy-10-fold-selvedge","","window.","","","101110006","14oz","14oz Japanese Selvedge Denim","Made in Canada","The 10 Fold Selvedge is a 14oz Japanese selvedge denim crafted from a unique blend of 10 varieties of cotton, sourced from 10 different countries, and featuring a distinctive 10-color selvedge ID. Originally produced for the 10th anniversary of Naked & Famous Denim, we had some unused rolls from the initial production that we saved for the perfect moment to re-release this fabric. This denim has a classic rigid raw feel, made with short slub yarns that add a subtle touch of character while preserving a traditional raw denim experience. Flip the cuff to reveal the multicolor selvedge ID. The jeans boast classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a natural veg-tan leather patch. Each pair is proudly crafted in our Canadian factory.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.14oz Japanese Selvedge Denim100% CottonMade in CanadaSKU:101110006"
"easy_guy_solid_black_selvedge_raw_easy_guy_solid_black_selvedge","Easy Guy - Solid Black Selvedge","easy_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-solid-black-selvedge","","","","","101061606","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101061606"
"weird_guy_black_cobra_stretch_selvedge_raw_naked_famous_weird_guy_black_cobra_stretch_selvedge","Weird Guy - Black Cobra Stretch Selvedge","weird_guy","black_cobra_stretch_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-black-cobra-stretch-selvedge","","","","","101904003","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Black Cobra Stretch Selvedge is a 12oz Japanese selvedge denim with a black warp and a black weft to create a pitch-black denim, the only flash of color comes from the red line selvedge ID. The standard weight fabric can be worn year-round, and the touch of stretch offers comfort and flexibility without compromising durability. Cut, sewn, built in Canada with black stitching, a black full grain leather patch, and mil-spec non-reflective black metal buttons and rivets. The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101904003"
